file_name	relative_path_if_available	dataset_id	file_role	data_domain	source_type	source_url_or_local_manifest	file_size_bytes	sha256	compression_format	read_status	availability_status	used_in_F0	planned_F_section_use	audit_status	artifact_class	publication_destination	review_priority	note
gdc_masked_somatic_mutation_manifest.tsv	data/public_downloads/TCGA_STAD/GDC_masked_somatic_mutation/gdc_masked_somatic_mutation_manifest.tsv	TCGA-STAD	gdc_masked_somatic_mutation_manifest	mixed	locally_precached	https://api.gdc.cancer.gov/files or https://api.gdc.cancer.gov/data	149499	0ED28720681C91C82D390A692B3BE085A2018A0D1285E94FC44FDCF57206455B	tsv	readable_metadata	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; manifest only, not mutation data useful for planning GDC redownload
TCGA-STAD.masked_somatic_mutation.verified_maf_files.tar	data/public_downloads/TCGA_STAD/GDC_masked_somatic_mutation/TCGA-STAD.masked_somatic_mutation.verified_maf_files.tar	TCGA-STAD	gdc_masked_somatic_mutation_verified_collection	mixed	locally_precached	https://api.gdc.cancer.gov/data/{file_id}	61767680	47D5312FDFB2A70AE00D46FC9BFD44F3CC6F37F05F4B84952341B91B9355C933	tar	tar_434_members_match_manifest_size_md5_and_gzip	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Use locally for F7 only after approval; transfer to a temporary server only when that gate is approved there; extract with gdc_masked_somatic_mutation_file_checksums.tsv and verify all 434 members before use
gdc_masked_somatic_mutation_file_checksums.tsv	data/public_downloads/TCGA_STAD/GDC_masked_somatic_mutation/gdc_masked_somatic_mutation_file_checksums.tsv	TCGA-STAD	gdc_masked_somatic_mutation_per_file_checksums	mixed	locally_precached	https://api.gdc.cancer.gov/data/{file_id}	211460	1830B88C5EA6116D7821E38E55C010FD441B2629C8F10D66E539F7C36F1E3C40	tsv	434_rows_all_official_md5_match_all_gzip_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Use locally with the verified MAF tar; transfer together only when an approved temporary-server gate requires them; contains per-file official MD5, local SHA256 and variant-row counts
GSE206785_series_matrix.txt.gz	data/public_downloads/GSE206785/GSE206785_series_matrix.txt.gz	GSE206785	geo_series_matrix_metadata	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/	4394	3F5A80A549229B1E4E65534F2446A6D69EF59B03CFCDE0CBD338B2C32B7032CF	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports metadata reconnaissance only
GSE206785_metadata.txt.gz	data/public_downloads/GSE206785/GSE206785_metadata.txt.gz	GSE206785	geo_cell_metadata	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/	118418	E9019A23116E7A6C6B17FFECA989887B4374E814804FA328574A625590849AD4	gz	gzip_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	download_status=complete; audit_decision=metadata_available; metadata only supports metadata reconnaissance only
GSE206785_scgex.txt.gz	data/public_downloads/GSE206785/GSE206785_scgex.txt.gz	GSE206785	geo_processed_scRNA_expression_log1p	mixed	locally_precached	https://ftp.ncbi.nlm.nih.gov/geo/series/GSE206nnn/GSE206785/suppl/GSE206785_scgex.txt.gz	247163920	0D9B51BAF814741C47273C747345BEE1291AE5056187968B09A22A54DF687EC7	gz	gzip_full_stream_read_twice_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Use locally only for the approved external single-cell validation step; transfer to a temporary server only if that step is approved there; Cell x gene log1p(count)-like matrix, not raw counts or raw droplets
TCGA-STAD.methylation450.tsv.gz	data/public_downloads/TCGA_STAD/TCGA-STAD.methylation450.tsv.gz	TCGA-STAD	xena_methylation450_beta_matrix	mixed	locally_precached	https://gdc-hub.s3.us-east-1.amazonaws.com/download/TCGA-STAD.methylation450.tsv.gz	1325740274	87C3F54E034D7FE693ECF2A8E059B8BC329712BF0703A1E886E6F428DB23B29C	gz	gzip_full_stream_read_ok	project_local_available	inventory_only	F1-F8	recorded_from_existing_manifest	audit_trail	not_planned	standard	Use locally for F7 only after approval; transfer to a temporary server only if the approved F7 module requires it there; full 450K beta matrix requires probe annotation/filtering and expression-sample matching before analysis
raw integer RNA-seq quantification files		TCGA-STAD	pending_resource	mixed	pending	data/metadata/preupload_pending_resources.tsv				not_available	pending	inventory_only	section_specific	pending_not_used	audit_trail	not_planned	spot_check	No additional raw-count download is required for approved DESeq2 VST/WGCNA. Download direct GDC STAR raw_count files only if a later approved analysis requires independently sourced raw counts or DESeq2 differential expression.
GPL8432_family.soft.gz		GPL8432	pending_resource	mixed	pending	data/metadata/preupload_pending_resources.tsv				not_available	pending	inventory_only	section_specific	pending_not_used	audit_trail	not_planned	spot_check	Use downloaded GPL8432_HUMANREF-8...txt.gz first; download full SOFT only if the corresponding section audit finds the annotation insufficient
web/API-derived immune response outputs		TIDE/IPS	pending_resource	mixed	pending	data/metadata/preupload_pending_resources.tsv				not_available	pending	inventory_only	section_specific	pending_not_used	audit_trail	not_planned	spot_check	Prepare at F6 after final gene list and expression matrix are frozen
GSM5573466_sample1.csv.gz	data/processed_input/GSE183904/GSM5573466_sample1.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	6309075	C6BB38234ACD4E7F766A916D369DFAEFBC26E107FBDFF1ED761E7CC06F6476B2	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573467_sample2.csv.gz	data/processed_input/GSE183904/GSM5573467_sample2.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	7053001	B02C74EDD7ED399BEB9A7CB9FBF6234E26432D11D3FF231BCAC7ECE4B0142026	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573468_sample3.csv.gz	data/processed_input/GSE183904/GSM5573468_sample3.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	9528325	94AA99A06BAB2EF733869E7959FFA3636D7F2874F20853C6DB5E8B1AD6D4EABC	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573469_sample4.csv.gz	data/processed_input/GSE183904/GSM5573469_sample4.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5163679	41287DB8CD55B7EAD640DF804B96F64DE266EAADE139A32A7931D475B1FD805C	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573470_sample5.csv.gz	data/processed_input/GSE183904/GSM5573470_sample5.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	9214324	E801931515212BC60EE63FA36A34432F02A764A07E3DCBD9C060B136F974A9B5	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573471_sample6.csv.gz	data/processed_input/GSE183904/GSM5573471_sample6.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5087448	376955B688082976440AF7203D04AF95368D1327887C3C702FD6DE1C77A48BB9	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573472_sample7.csv.gz	data/processed_input/GSE183904/GSM5573472_sample7.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5477244	6914220F6AE298CD498D37FF48A3C681FD3C19FAAC64146072A930308E404011	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573473_sample8.csv.gz	data/processed_input/GSE183904/GSM5573473_sample8.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	16150984	7748E2E0AA0EE1D388337FB72043695365F9E670DA6180FC93C1901D674BB96B	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573474_sample9.csv.gz	data/processed_input/GSE183904/GSM5573474_sample9.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	6611275	FBFA2ADEDA0FA041BE60AD53141DA741FC027316E80BB663BBD0761149831594	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573475_sample10.csv.gz	data/processed_input/GSE183904/GSM5573475_sample10.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5659807	145A5A47B7F9971D4A63F9E1A5E7F917FEDB385426FF6D4BC3526776F40357E8	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573476_sample11.csv.gz	data/processed_input/GSE183904/GSM5573476_sample11.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	2555798	EC1C5259D54BDA871E17CC43ED5C7E1E305436A76F797B242E8509FAB5633E58	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573477_sample12.csv.gz	data/processed_input/GSE183904/GSM5573477_sample12.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	1854150	B844772D252B3CB578A194D057EF1F60A1BD2771FE681960540FD1F812BA5EBE	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573478_sample13.csv.gz	data/processed_input/GSE183904/GSM5573478_sample13.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	3095462	0997FE6AA148018A5ED39930101E31F9A653178045FBBBFAE5760D4EEA22CD63	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573479_sample14.csv.gz	data/processed_input/GSE183904/GSM5573479_sample14.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	13624287	EDA99B1736AAB78FB14CF8573F838CA4B840670B4AEF171CEEA7DEBAE1C9A399	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573480_sample15.csv.gz	data/processed_input/GSE183904/GSM5573480_sample15.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	29264840	27C0B5CA126E87404263863D35F5F0F35A6CE4684CB14DACDB127575DF20964A	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573481_sample16.csv.gz	data/processed_input/GSE183904/GSM5573481_sample16.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	4743706	4ED694CCDF9C8F11D5C8B81D62F94B614AE5F96CD883F80E1803070924A008A5	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573482_sample17.csv.gz	data/processed_input/GSE183904/GSM5573482_sample17.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	17491800	FE3CE1E50F4F4A2B575C2E048CAB374F1ED3BEC6D9C17F62825389A73D145560	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573483_sample18.csv.gz	data/processed_input/GSE183904/GSM5573483_sample18.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	11408399	957254EAB05C9F7C31DED75BBC7F7AF7911203FF522FC8C8870707DDA426DFC5	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573484_sample19.csv.gz	data/processed_input/GSE183904/GSM5573484_sample19.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	4312103	C080E44B4D2299A35C0ED909726E2BF0369902AA87B360C5DBA5BE3ECA6E3A46	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573485_sample20.csv.gz	data/processed_input/GSE183904/GSM5573485_sample20.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	10684890	87443FDB4F837DDB8D365E5D0DD24D89B755778D96745000DB0CDB74C943E0EE	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573486_sample21.csv.gz	data/processed_input/GSE183904/GSM5573486_sample21.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	4905658	CFE16B22636850A932B9529CFE7EAD4C778FD3C1EB1E7A7D4229E4F3A3959E69	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573487_sample22.csv.gz	data/processed_input/GSE183904/GSM5573487_sample22.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	1042735	FC578A6A9A53233535491BCBC4E2D2EC710FD3C888F624191AF1ECBC23D4323B	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573488_sample23.csv.gz	data/processed_input/GSE183904/GSM5573488_sample23.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	7755789	5E17AA2E88D1BF7A8C2EAC319845687A70E90D9B579442DEE56A48C3469B04C3	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573489_sample24.csv.gz	data/processed_input/GSE183904/GSM5573489_sample24.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5169276	B6A5F253D4F13552543B41ED2A9E31E40618F2254DA2369C40C28BFF47DE234B	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573490_sample25.csv.gz	data/processed_input/GSE183904/GSM5573490_sample25.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	10088894	879D3E721611F288465C73AB62985425331A52D97A514D5178D3B2AA32995CEB	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573491_sample26.csv.gz	data/processed_input/GSE183904/GSM5573491_sample26.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5818689	E395511187FDF7F2A426B63F949300F695DF88C319B1B3ACF69CB42026C099C0	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573492_sample27.csv.gz	data/processed_input/GSE183904/GSM5573492_sample27.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	7349934	59A85544374953BCF1E03A4FF2E192A7C3F22D7F6DB1E71DE2B97D3F8B7E499C	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573493_sample28.csv.gz	data/processed_input/GSE183904/GSM5573493_sample28.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	13900872	98EE6FDD0777BE520C5EB231A1490BB67347C8251904776C79A21A333801EED4	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573494_sample29.csv.gz	data/processed_input/GSE183904/GSM5573494_sample29.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	9393666	8A2655CE635E72D5B8102A9F6A6C270D1E07958A16B2A05347A0205B09656FCF	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573495_sample30.csv.gz	data/processed_input/GSE183904/GSM5573495_sample30.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	6546201	B686704FFD2A0D6A6D1F06BB8394DB9CF4E6E81E36B284195C26DF058AD68E9F	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573496_sample31.csv.gz	data/processed_input/GSE183904/GSM5573496_sample31.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	4368094	57A4A706242DEAE3439BDB435B1C3D92B3182116FA61585FEC1DB345356FABD1	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573497_sample32.csv.gz	data/processed_input/GSE183904/GSM5573497_sample32.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5349677	50482A357FC22BC890579571B3CE2A065F5629EEDAC28C0D942A9E477E0C29E3	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573498_sample33.csv.gz	data/processed_input/GSE183904/GSM5573498_sample33.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	13237953	673851FC86B3F33FF56C1B1E63CF242384B9DFCDFE19B5BE903D7F622C659466	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573499_sample34.csv.gz	data/processed_input/GSE183904/GSM5573499_sample34.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	29015789	9BC5BE0089815824E15FBD000C2FB7C8D50BFEAC3D4F0591F38FEC6F0F94D538	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573500_sample35.csv.gz	data/processed_input/GSE183904/GSM5573500_sample35.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	11186282	51E5A873A55D1629C33F6FD221C66A1D3B63DD0B1CF256B90A49B742E9A00EB6	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573501_sample36.csv.gz	data/processed_input/GSE183904/GSM5573501_sample36.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	7580396	A0DE30DA8A186C7C82D61AE3500D2F0A3A5A4A092B08280CC7DB3276AF8D88A7	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573502_sample37.csv.gz	data/processed_input/GSE183904/GSM5573502_sample37.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	821126	495862C263488A15A621D569FF99DD96780469B9220C32F2A32CC1487F887518	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573503_sample38.csv.gz	data/processed_input/GSE183904/GSM5573503_sample38.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	5218592	074B1D239EEBDD7B25FE9C0CA207549D4A70662B113DDF7E6CE2C3856FC80AAC	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573504_sample39.csv.gz	data/processed_input/GSE183904/GSM5573504_sample39.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	10480799	6C963378FF69641548B7B314D7434254F92F63688F8D386BA51AA050B8518490	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSM5573505_sample40.csv.gz	data/processed_input/GSE183904/GSM5573505_sample40.csv.gz	GSE183904	expected_gene_by_cell_matrix_pending_validation	scRNA	generated_by_F0_step1	data/public_downloads/GSE183904_RAW.tar	10657195	06D9B25B3BE671D6AD1685D7D1CD87725357781D91424419FB37169F2FA70BD4	gz	gzip_stream_audited	project_local_available	true	F1	generated_and_audited_by_F0	core	not_planned	full	Compressed csv.gz retained; no permanent plain CSV extraction. Filename and extension do not prove orientation; Step2 must validate row/column identities.
GSE183904_processing_history_source_audit.tsv	docs/source_verification/GSE183904_processing_history_source_audit.tsv	GSE183904	processing_history_primary_source_audit	scientific_provenance	project_documented_primary_source_audit	docs/source_verification/GSE183904_processing_history_source_audit.tsv	14156	BCB573797A60D24C15D5D44C2FDB8326E4F7EB49D7AEBFDB8070B693C2D8CD6C	tsv	read_by_F0_step3	project_local_available	true	F0,F1	primary_sources_reviewed_and_structured	audit_trail	not_planned	full	Separates author report, F0 verification, cross-source inference and unresolved history.
f0_utils.py	scripts/F0_setup/f0_utils.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	11791	ECB76524BDB75C8511203FBEFD6067F26DF0BD485E15821E03C83D13F4DB1F23	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
F0_step1_structure_and_extract.py	scripts/F0_setup/F0_step1_structure_and_extract.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	8956	D091C65105F443B0D5FEA3F92BED3A84C5FD69E0B7BAE6136D721E5FE6764555	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
F0_step2_sample_info_and_audit.py	scripts/F0_setup/F0_step2_sample_info_and_audit.py	F0	F0_formal_execution_script	execution_code	git_tracked_project_code	git repository and current F0_file_manifest.tsv	72327	B6166BFCC609FC92D984ED6660C60A0A74BDA1A86973D198B2536826FA1E8230	py	checksum_recorded	project_local_available	true	F0	code_checksum_locked_at_F0_execution	audit_trail	not_planned	full	SHA256 is written in uppercase; git commit records the reviewed source state.
